#Amusing_Name,redshift_amusing,def_name,SN_name,SN_type,pgc,hl_names(pgc),objtype,al1950,de1950,celposb(pgc),al2000,de2000,celposj(pgc),l2,b2,sgl,sgb,f_astrom,type,bar,ring,multiple,compactness,t,e_t,logd25,e_logd25,logr25,e_logr25,pa,brief,e_brief,ut,e_ut,bt,e_bt,vt,e_vt,it,e_it,kt,e_kt,ube,bve,vmaxg,e_vmaxg,vmaxs,e_vmaxs,vdis,e_vdis,mg2,e_mg2,m21,e_m21,mfir,vrad,e_vrad,vopt,e_vopt,v,e_v,ag,ai,incl,a21,logdc,btc,ubtc,bvtc,bri25,vrot,e_vrot,m21c,hic,vlg,vgsr,vvir,v3k,modz,e_modz,mod0,e_mod0,modbest,e_modbest,mabs,e_mabs,Pointings,RA_pointing,DEC_pointing,RA_SN,DEC_SN,Source,RA_DSS,DEC_DSS,offset_RA,offset_DEC
CGCG023-005,0.03334,CGCG023-005,ASASSN14co,Ia,56486,PGC056486/CGCG023-005/AGC251367/2MASXJ15573025+0106432,G,15.9160157,1.2551376,B155457.7+011518,15.9584028,1.112,J155730.3+010643,10.7043236,38.4020137,130.4852854,43.8814671,0,,,,,,,,0.8,0.063,0.23,0.028,12.5,,,,,15.474,0.41,,,14.11,0.077,12.317,0.084,,,123.87,13.21,,,,,,,16.344,0.42,,9954.0,8.5,9995.0,79.0,9954.5,7.1,0.413,,55.23,0.03,,14.961,,,23.214,150.79,16.17,16.314,1.353,9973.9,9999.5,10103.0,10070.2,35.844,0.107,,,35.844,0.107,-20.883,0.424,1.0,15:57:30,01:06:43,15:57:30,01:06:34,P96,15:57:30.25,01:06:043.2,-3.75120000015,-9.2
anon60,0.024797,2MASXJ12470274-2414435,ASASSN14cu,Ia,158115,PGC158115/6dFJ1247028-241444/2MASXJ12470274-2414435,G,12.739744,-23.9726098,B124423.1-235821,12.7841011,-24.2455266,J124702.8-241444,301.6506293,38.6153271,139.4463869,-8.1463415,0,S0-a,,,,,-1.0,2.0,,,,,35.0,,,,,16.65,0.5,,,,,11.634,0.059,,,,,,,,,,,,,,,,7444.4,42.8,7444.4,42.8,0.41,,,,,16.129,,,,,,,,7214.5,7298.2,7383.2,7769.0,35.155,0.147,,,35.155,0.147,-19.027,0.521,1.0,12:47:03,-24:14:44,12:47:03,-24:14:42,P96,12:47:02.76,-24:14:043.9,3.54059999986,1.89576
ESO075-G049,0.037519,ESO075-G049,ASASSN14db,Ia,67875,PGC067875/IRAS21578-7017/ESOLV0750490/ESO075-049/6dFJ2202018-700230/2MASXJ22020178-7002298,G,21.9653831,-70.2827749,B215755.4-701658,22.0338347,-70.0416111,J220201.8-700230,320.6095213,-40.7758063,220.8532987,-1.6824871,0,Sc,,,,,4.6,2.2,0.815,0.048,0.111,0.028,,20.682,0.351,,,15.08,0.2,,,13.46,0.077,11.779,0.092,,,,,,,,,,,,,13.745,,,11248.8,45.0,11248.8,45.0,0.13,0.187,40.29,0.02,0.823,14.701,,,22.687,,,,,11102.3,11138.0,11008.6,11170.9,36.038,0.099,,,36.038,0.099,-21.337,0.223,1.0,22:02:02,-70:02:29,22:02:02,-70:02:28,P96,22:02:001.8,-70:02:029.8,2.92619999998,1.79996000001
NGC2466,0.017722,NGC2466,ASASSN14dd/SN2003gh/SN2016iye,Ibn/Ia/IIb,21714,PGC021714/NGC2466/IRAS07456-7117/HIPASSJ0745-71/ESOLV0590180/ESO059-018/6dFJ0745161-712438/2MASXJ07451596-7124376,G,7.7610218,-71.2867656,B074539.7-711712,7.7544458,-71.4104306,J074516.0-712438,283.4704348,-21.4793448,201.6643781,-33.7904733,0,Sc,,,,,5.0,0.4,1.179,0.029,0.016,0.026,,22.06,0.257,13.448,0.084,13.718,0.084,13.138,0.084,11.975,0.075,10.131,0.061,0.49,0.69,59.35,2.72,,,,,,,14.662,0.16,,5331.0,5.8,5314.6,4.9,5321.5,6.2,0.715,0.028,16.0,0.02,1.246,12.945,-0.415,0.377,23.323,215.25,12.7,14.64,1.695,5041.1,5110.9,5022.1,5436.4,34.317,0.216,,,34.317,0.216,-21.372,0.232,4.0,7:45:21/7:45:11/7:45:21/7:45:11,-71:25:03/-71:25:03/-71:24:13/-71:24:13,07:45:14/07:45:17.93/07:45:19.72,-71:24:14/-71:24:37.30/-71:24:17.90,P96,07:45:016.0,-71:24:37.55,-30.0732/--/--,23.55016/--/--
ESO506-G004,0.013416,ESO506-G004,ASASSN14dl,II,39991,PGC039991/MCG-04-29-021/IRAS12192-2353/ESOLV5060040/ESO506-004/AGC028485/6dFJ1221491-241006/2MIG1709/2MASXJ12214904-2410056,G,12.3201727,-23.890978,B121912.6-235328,12.363623,-24.1683003,J122149.0-241006,294.3255237,38.2079812,138.1067061,-13.746698,0,SABb,B,R,,,2.5,1.0,1.344,0.022,0.336,0.023,88.69,21.89,0.311,,,13.323,0.322,,,11.255,0.072,9.138,0.082,,0.9,238.96,4.0,,,,,,,16.034,0.108,13.041,4021.5,6.1,3959.2,39.8,4020.1,7.9,0.334,0.447,67.27,0.04,1.362,12.512,,,23.268,259.08,4.4,15.99,3.479,3775.7,3861.2,3944.6,4357.8,33.8,0.275,,,33.8,0.275,-21.289,0.423,1.0,12:21:51,-24:10:06,12:21:51,-24:09:54,P96,12:21:49.04,-24:10:05.88,29.3579999999,11.88108
ESO319-G15,0.009159,ESO319-G015,ASASSN14dp,II,34856,PGC615881/PGC034856/HIPASSJ1122-37/ESO319-015,G,11.3258667,-37.6266255,B111933.1-373736,11.3661253,-37.9010083,J112158.1-375404,284.0799944,21.6736108,151.4173567,-27.7955497,0,Sm,,,,,8.6,2.1,0.97,0.048,0.17,0.027,81.5,,,,,15.15,0.5,,,14.22,0.081,13.26,0.376,,,45.85,2.42,,,,,,,15.656,0.189,,2743.6,7.1,2737.0,60.0,2743.5,5.0,0.524,0.314,54.17,0.03,1.013,14.309,,,23.394,56.55,3.04,15.628,1.319,2447.9,2539.0,2575.7,3060.4,32.873,0.421,,,32.873,0.421,-18.565,0.654,1.0,11:21:56,-37:53:58,11:21:58,-37:54:24,P96,11:21:58.05,-37:54:03.63,-0.76620000001,-20.37012
Mrk842,0.022202,MRK0842,ASASSN14dz,Ia,53895,SDSSJ150554.86+124439.1/PGC053895/NPM1G+12.0420/MRK0842/MCG+02-38-039/KPG452A/CGCG076-150/ARK470/2MASXJ15055484+1244397,G,15.0589113,12.9369916,B150332.1+125613,15.0985737,12.7442542,J150554.9+124439,15.0698828,55.4324355,111.6022158,34.5631843,0,S0-a,B,,,,-1.3,1.5,0.805,0.061,0.225,0.028,127.62,20.611,0.337,16.666,0.075,15.289,0.309,,,13.878,0.054,11.439,0.045,,,,,,,,,,,,,,,,6641.2,2.3,6641.2,2.3,0.16,0.0,63.05,0.04,0.812,15.03,,,23.01,,,,,6660.4,6686.1,6826.0,6818.1,34.989,0.159,,,34.989,0.159,-19.96,0.347,1.0,15:05:55,12:44:39,15:05:55,12:44:43,P96,15:05:54.87,12:44:39.32,2.02020000012,3.68487999999
PGC053612,0.022722,MCG-01-38-015,ASASSN14eu,Ia-00cx,53612,PGC160381/PGC053612/NPM1G-03.0530/MCG-01-38-015/6dFJ1500389-035130/2MASXJ15003885-0351294,G,14.9672194,-3.6607765,B145802.0-033939,15.0107941,-3.8582018,J150038.9-035130,353.1191449,46.0434449,130.021017,28.8361167,0,E,,,,,-4.3,1.8,1.06,0.045,0.12,0.028,154.5,,,,,14.93,0.305,,,,,9.963,0.058,,,,,,,,,,,,,,,,6860.4,38.3,6860.4,38.3,0.666,0.0,57.1,0.03,1.155,14.161,,,24.086,,,,,6807.0,6852.3,6967.1,7061.5,35.029,0.156,,,35.029,0.156,-20.868,0.343,1.0,15:00:39,-3:51:30,15:00:37,-3:50:49,P96,15:00:38.86,-03:51:29.53,-27.8814,40.52648
anon61,0.019597,2MASXJ20220000-5147474,ASASSN14ew,Ia,3922357,6dFJ2022000-514748/2MASXJ20220000-5147474,G,20.3045817,-51.9563909,B201816.5-515723,20.3666679,-51.7965309,J202200.0-514748,346.9447099,-34.7643413,220.553429,19.8907209,0,,,,,,,,,,,,140.0,,,,,15.99,0.5,,,,,12.917,0.118,,,,,,,,,,,,,,,,5875.9,30.8,5875.9,30.8,0.252,,,,,15.679,,,,,,,,5816.9,5836.1,5727.0,5743.0,34.601,0.19,,,34.601,0.19,-18.921,0.535,1.0,20:22:00,-51:47:48,20:22:01,-51:47:45,P96,20:22:000.0,-51:47:47.51,14.9333999999,2.51124
ESO416-G039,0.022589,ESO416-G039,ASASSN14fa,Ia,10872,PGC010872/ESOLV4160390/ESO416-039/DRCG42-002/6dFJ0252223-314902/2MIG0342/2MASXJ02522234-3149024/2DFGRSS467Z115,G,2.8380263,-32.0214941,B025016.9-320117,2.8728736,-31.8172747,J025222.3-314902,230.3766812,-63.3530131,268.3940197,-32.9250909,0,S0,,,,,-2.2,0.9,0.921,0.044,0.107,0.025,8.19,20.214,0.49,,,14.979,0.236,,,12.79,0.077,10.759,0.062,,,,,,,,,,,,,,,,6697.7,30.5,6697.7,30.5,0.088,0.0,45.67,0.02,0.927,14.791,,,23.325,,,,,6613.4,6608.8,6449.3,6543.0,34.867,0.169,,,34.867,0.169,-20.076,0.29,1.0,02:52:22,-31:49:02,02:52:23,-31:49:18,P96,02:52:22.34,-31:49:02.19,9.8256,-15.81108
PGC043070,0.015367,PGC043070,ASASSN14fd,Iin,43070,[DCL86]188/PGC043070/LGG305:[G93]027,G,12.7249557,-40.5406947,B124329.8-403227,12.7707702,-40.8138371,J124614.8-404850,301.8721278,22.0472839,155.8563133,-11.81994,1,,,,,,,,0.898,0.06,0.195,0.032,16.0,,,,,16.83,0.33,,,14.81,0.093,12.74,0.15,,,,,,,,,,,,,,,,4652.0,58.8,4652.0,58.8,0.474,,51.48,0.03,,16.31,,,25.058,,,,,4387.9,4476.4,4515.0,4935.7,34.093,0.242,,,34.093,0.242,-17.783,0.409,1.0,12:46:15,-40:48:47,12:46:15,-40:48:53,P96,12:46:14.77,-40:48:49.81,3.40919999999,-3.18644
anon64,0.03362,2MASXJ01504127-1431032,ASASSN14hr,Ia,923603,PGC923603/6dFJ0150413-143103/2MASXJ01504127-1431032,G,1.804314,-14.7648025,B014815.5-144553,1.8447944,-14.5175279,J015041.3-143103,173.4818186,-71.3060496,285.7079074,-16.9791874,0,S0-a,,,,,-1.0,2.0,0.87,0.058,0.19,0.028,103.5,,,,,15.59,0.5,,,,,12.428,0.12,,,,,,,,,,,,,,,,10079.0,39.3,10079.0,39.3,0.065,0.0,57.28,0.03,0.869,15.374,,,23.642,,,,,10116.6,10077.9,9920.0,9816.8,35.807,0.11,,,35.807,0.11,-20.434,0.512,1.0,01:50:41,-14:31:03,01:50:41,-14:31:05,P96,01:50:41.26,-14:31:003.1,-3.89759999999,-1.89956
ESO058-G012,0.015,ESO058-G012,ASASSN14hu,Ia,19494,PGC019494/IRAS06437-6935/ESOLV0580120/ESO058-012/2MFGC05370/2MASXJ06432165-6938293,G,6.7290386,-69.588881,B064344.5-693520,6.7226826,-69.6414667,J064321.7-693829,280.1742382,-26.0023749,207.7033748,-36.0367864,0,Sbc,,,,,4.4,3.0,1.062,0.041,0.673,0.03,51.37,22.059,0.673,,,15.37,0.2,,,13.6,0.077,11.547,0.116,,,,,,,,,,,,,,,,9080.0,270.0,9080.0,270.0,0.312,1.048,90.0,0.83,1.064,13.952,,,23.237,,,,,8808.6,8873.1,8773.0,9171.5,35.541,0.141,,,35.541,0.141,-21.589,0.244,1.0,06:43:22,-69:38:30,06:43:27,-69:38:15,P96,06:43:21.66,-69:38:29.28,80.1396000001,14.28012
ESO113-G032,0.029,ESO113-G032,ASASSN14ig,Ia,4581,PGC353827/PGC004581/ESOLV1130320/ESO113-032/2MASXJ01160496-6137196,G,1.2364771,-61.8858901,B011411.3-615309,1.2680619,-61.6222255,J011605.0-613720,297.7960806,-55.2594969,235.9900548,-16.2729946,0,Sb,,,,,3.1,0.5,1.216,0.031,0.519,0.022,55.56,21.574,0.413,,,14.43,0.2,,,13.18,0.159,10.205,0.359,,,,,,,,,,,,,,,,8818.0,65.0,8818.0,65.0,0.09,0.716,80.39,0.1,1.204,13.558,,,23.432,,,,,8673.0,8697.7,8541.6,8707.6,35.477,0.128,,,35.477,0.128,-21.92,0.238,1.0,01:16:04,-61:37:15,01:16:05,-61:37:16,P96,01:16:05.02,-61:37:20.01,-0.342600000005,4.01179999999
ESO462-G009,0.019277,ESO462-G009,ASASSN14iz,IIP,64537,PGC064537/MCG-05-48-003/IRAS20186-3127/ESOLV4620090/ESO462-009/6dFJ2021516-311723/2MASXJ20215157-3117233,G,20.3123521,-31.4497338,B201844.5-312659,20.364331,-31.2897203,J202151.6-311723,11.3254451,-31.9487739,230.3038058,38.5839034,0,SBa,B,R,,,1.1,0.5,1.03,0.038,0.23,0.027,162.26,21.554,0.416,,,14.688,0.187,14.7,0.1,12.786,0.252,11.038,0.085,,,,,,,,,,,,,13.443,,,5773.1,17.4,5773.1,17.4,0.298,0.21,58.76,0.03,1.049,14.108,,,23.322,,,,,5823.5,5815.5,5722.8,5564.4,34.601,0.19,,,34.601,0.19,-20.493,0.266,1.0,20:21:52,-31:17:23,20:21:50,-31:17:07,P96,20:21:51.59,-31:17:22.99,-23.8739999999,15.99308
ESO467-G051,0.006031,ESO467-G051,ASASSN14jb,IIP,68726,RFGC3935/PGC735001/PGC068726/MCG-05-52-070/FGCE1739/ESOLV4670510/ESO467-051/AGC035340,G,22.34111,-29.2341986,B222028.0-291403,22.3881159,-28.9808773,J222317.2-285851,20.8476963,-57.3940774,254.8766492,22.7360538,1,Sc,,,,,6.0,1.0,1.435,0.02,0.933,0.027,100.64,22.696,1.178,,,14.359,0.61,,,13.539,0.048,14.22,0.1,,0.91,60.12,1.16,,,,,,,14.24,0.092,,1805.3,4.2,1771.6,19.6,1803.8,5.7,0.081,1.559,90.0,0.83,1.405,12.712,,,23.527,60.12,,13.414,0.702,1874.4,1846.9,1704.2,1511.1,31.968,0.637,,,31.968,0.637,-19.256,0.882,1.0,22:23:16,-28:58:51,22:23:16,-28:58:31,P96,22:23:17.22,-28:58:51.16,-18.2585999999,20.15828
anon67,0.011325,2MASXJ07353554-6246099,ASASSN14jc,Ia,340055,PGC340055/6dFJ0735355-624610/2MASXJ07353554-6246099,G,7.5834223,-62.6569552,B073500.3-623925,7.5932056,-62.7694306,J073535.5-624610,274.5520445,-19.1154971,200.1846507,-42.4029344,0,,,,,,,,0.88,0.057,0.09,0.028,125.5,,,,,14.97,0.5,,,13.51,0.073,11.905,0.1,,,,,,,,,,,,,,,,3395.4,45.0,3395.4,45.0,0.681,,36.3,0.02,,14.255,,,23.11,,,,,3104.9,3175.3,3093.3,3533.8,33.274,0.352,,,33.274,0.352,-19.019,0.612,1.0,07:35:36,-62:46:10,07:35:35,-62:46:13,P96,07:35:35.54,-62:46:09.95,-8.10240000001,-3.04984
PGC128348,0.014827,PGC128348,ASASSN14jg,Ia,128348,PGC195767/PGC128348/6dFJ2333122-603420/2MASXJ23331223-6034201,G,23.5066181,-60.8486463,B233023.8-605055,23.5533945,-60.5722626,J233312.2-603420,319.1889949,-54.0171699,233.9342502,-4.0450317,0,Sc,,,,,5.0,3.0,0.984,0.046,0.091,0.03,15.93,,,,,15.12,0.5,,,13.26,0.077,12.146,0.184,,,,,,,,,,,,,,,,4445.9,33.5,4445.9,33.5,0.065,0.157,36.72,0.02,0.986,14.873,,,23.603,,,,,4335.5,4355.2,4202.9,4304.9,33.931,0.259,,,33.931,0.259,-19.058,0.563,1.0,23:33:12,-60:34:20,23:33:14,-60:34:12,P96,23:33:12.22,-60:34:20.15,26.6970000001,8.14536000001
anon68,0.015542,GALEXASCJ184443.33-524819.2,ASASSN14jz,Ia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,18:44:43,-52:48:19,18:44:44,-52:48:05,P96,18:44:44,-52:48:05,--,--
ESO253-G003,0.042489,ESO253-G003,ASASSN14ko,Iin,17260,PGC017260/IRAS05238-4602/ESOLV2530030/ESO253-003/2MASXJ05251805-4600213,G,5.397987,-46.0487898,B052352.8-460256,5.4216806,-46.0059167,J052518.1-460021,251.9753923,-33.7068159,233.5127728,-54.3745722,0,Sa,,,,,1.0,2.0,0.96,0.044,0.286,0.029,161.57,,,,,15.11,0.2,14.2,0.1,13.584,0.102,11.273,0.074,,,,,,,,,,,,,12.227,,,12709.0,37.0,12709.0,37.0,0.187,0.248,65.0,0.04,0.966,14.516,,,23.342,,,,,12476.5,12519.3,12405.3,12756.3,36.303,0.088,,,36.303,0.088,-21.787,0.218,1.0,05:25:18,-46:00:21,05:25:18,-46:00:20,P96,05:25:18.05,-46:00:021.3,-0.752399999993,1.30012000001
anon70,0.023,GALEXASCJ003952.48-380347.3,ASASSN14kp,II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,00:39:53,-38:03:49,00:39:53,-38:03:52,P96,00:39:53,-38:03:52,--,--
anon71,0.0336,2MASXJ23451480-2947009,ASASSN14kq,Ia,133560,PGC133560/6dFJ2345148-294701/2MASXJ23451480-2947009/2DFGRSS354Z135,G,23.7106582,-30.0613891,B234238.4-300341,23.7541192,-29.7836135,J234514.8-294701,18.6947034,-75.2249423,262.9229834,6.6581735,0,Sc,,,,,5.0,3.0,0.719,0.142,0.211,0.053,110.5,,,,,16.355,0.354,,,,,13.475,0.145,,,,,,,,,,,,,,,,10073.0,45.0,10073.0,45.0,0.081,0.36,53.6,0.03,0.718,15.858,,,23.288,,,,,10116.1,10087.4,9922.6,9779.6,35.807,0.11,,,35.807,0.11,-19.949,0.371,1.0,23:45:15,-29:47:00,23:45:16,-29:47:01,P96,23:45:14.83,-29:47:01.01,17.5631999999,0.00859999999534
anon72,0.014,GALEXASCJ125413.02-073849.5,ASASSN14kr,Ia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,12:54:13,-7:38:50,12:54:13,-7:38:57,P96,12:54:13,-7:38:57,--,--
PGC043234,0.0206,PGC043234,ASASSN14li,TDE,43234,SDSSJ124815.23+174626.5/SDSSJ124815.23+174626.4/PGC043234/8ZW211/2MASSJ12481522+1746261,G,12.762747,18.0464999,B124545.9+180247,12.8042365,17.7739673,J124815.3+174626,298.2779956,80.6168973,98.8765449,3.1876345,0,E,,,,,-5.0,3.0,0.605,0.288,0.104,0.1,36.92,18.577,0.21,17.51,0.031,16.413,0.364,,,15.315,0.07,13.514,0.204,,,,,,,,,,,,,,,,6169.1,2.2,6169.1,2.2,0.11,0.0,57.69,0.03,0.619,16.21,,,23.298,,,,,6100.8,6143.4,6307.2,6474.7,34.81,0.172,,,34.81,0.172,-18.6,0.403,1.0,12:48:15,17:46:26,12:48:15,17:46:27,P96,12:48:15.25,17:46:26.28,-3.77099999999,0.717720000002
NGC4666,0.005101,NGC4666,ASASSN14lp/SN1965H,Ia/II,42975,[FN2007]1233/UGC07926/SDSSJ124508.59-002742.7/PGC042975/NGC4666/MRC1242-001/MCG+00-33-008/LGG299:[G93]002/IRAS12425-0011/HIPEQJ1245-00/HIPASSJ1245-00/CGCG015-015/6dFJ1245086-002743/2MFGC10050/2MASXJ12450867-0027428,G,12.7096672,-0.1885635,B124234.8-001119,12.7523985,-0.4618785,J124508.6-002743,299.5377285,62.3683759,116.2267326,-2.500966,0,SABc,B,,,,5.0,0.8,1.696,0.019,0.402,0.039,40.23,20.968,0.316,,,11.455,0.139,10.787,0.1,9.508,0.149,7.061,0.037,0.215,0.83,180.76,2.1,,,,,,,13.52,0.125,,1516.7,3.2,1522.9,5.6,1518.3,2.8,0.107,0.674,69.64,0.05,1.69,10.666,,0.641,22.922,192.81,2.3,13.472,2.806,1368.0,1432.9,1571.2,1855.8,31.809,0.691,30.825,0.277,30.962,0.492,-20.296,0.512,3.0,12:45:07/12:45:10/12:45:05,-0:27:27/-0:27:59/-0:28:05,12:45:09/12:45:09.12,-0:27:32/-00:27:32.5,P96,12:45:08.63,00:27:42.76,5.48099999997/--,3314.7626/--
IC0299,0.032046,IC0299,ASASSN14lt,Ia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,03:11:03,-13:06:35,03:11:03,-13:06:39,P96,03:11:03,-13:06:39,--,--
anon74,0.026995,2MASXJ14103977-0241003,ASASSN14lu,Ia,1085367,SDSSJ141039.75-024100.6/SDSSJ141039.74-024100.6/PGC1085367/NPM1G-02.0387/2MASXJ14103977-0241003/2DFGRSN206Z141,G,14.1345532,-2.4482686,B140804.4-022654,14.1777116,-2.683481,J141039.8-024101,338.6792462,54.5946341,124.4454217,17.3966034,0,E,,R,M,,-4.0,1.7,0.733,0.082,0.1,0.027,174.55,20.415,0.308,16.482,0.047,15.297,0.357,,,13.468,0.232,11.054,0.07,,,,,,,,,,,,,,,,8189.9,2.5,8189.9,2.5,0.282,0.0,49.67,0.02,0.77,14.893,,,22.824,,,,,8096.7,8151.5,8280.4,8452.4,35.412,0.131,,,35.412,0.131,-20.519,0.381,1.0,14:10:40,-2:41:01,14:10:40,-2:40:56,P96,14:10:39.76,-02:41:00.53,3.57359999998,4.5316
anon75,0.049194,LCRSB232926.0-413242,ASASSN14lv,Ia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,23:32:07,-41:16:10,23:32:07,-41:16:12,P96,23:32:07,-41:16:12,--,--
anon76,0.020875,GALEXASCJ010647.95-465904.1,ASASSN14lw,Ia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,01:06:48,-46:59:04,01:06:49,-46:59:00,P96,01:06:49,-46:59:00,--,--
ESO113-G047,0.018,ESO113-G047,ASASSN14me,Ia,5373,RFGC0325/PGC173850/PGC005373/FGCE0160/ESOLV1130470/ESO113-047,G,1.4127118,-58.2560383,B012445.8-581522,1.4445154,-57.9967949,J012640.3-575948,293.9927071,-58.5156993,239.8334991,-17.4481435,1,Sc,,,,,5.3,0.9,1.1,0.036,0.906,0.029,13.58,22.628,0.828,,,16.55,0.2,,,15.41,0.077,13.98,0.114,,,,,,,,,,,,,,,,,,,,0.091,1.46,90.0,0.83,1.072,14.999,,,24.148,,,,,,,,,,,,,,,,,2.0,1:26:40/1:26:40,-57:59:26/-58:00:16,01:26:40,-57:59:50,P96,01:26:40.26,-57:59:48.46,-3.8316,-1.53836
anon78,0.0311,GALEXASCJ000454.54-322615.3,ASASSN14mf,Ia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,00:04:55,-32:26:16,00:04:54,-32:26:15,P96,00:04:54,-32:26:15,--,--
anon79,0.031,GALEXASCJ025358.03-213854.7,ASASSN14mg,Ia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,02:53:58,-21:38:55,02:53:58,-21:38:53,P96,02:53:58,-21:38:53,--,--
PGC006240,0.027406,PGC006240,ASASSN14mw,Ia,6240,PGC006240/IRAS01399-6552/2MASXJ01413090-6536564,G,1.6667365,-65.868003,B014000.3-655205,1.6919139,-65.6159851,J014130.9-653658,294.8066378,-50.7148283,231.7818608,-19.0674674,1,E-S0,,,,,-2.9,1.5,1.039,0.068,0.262,0.042,109.12,,,,,14.5,0.5,,,12.31,0.074,10.647,0.078,,,,,,,249.12,46.46,,,,,,,,8216.0,15.3,8216.0,15.3,0.089,0.0,80.82,0.1,1.04,14.288,,,23.404,,,,,8047.7,8079.6,7929.8,8136.1,35.31,0.137,,,35.31,0.137,-21.022,0.518,1.0,01:41:31,-65:36:56,01:41:25,-65:37:01,P96,01:41:30.89,-65:36:57.55,-88.3506,-3.45363999998
ESO325-G045,0.017842,ESO325-G045,ASASSN15ab,Iin,50052,PGC050052/MCG-06-31-017/ESOLV3250450/ESO325-045/6dFJ1403085-382831/2MFGC11377/2MASXJ14030932-3828343,G,14.0023575,-38.235608,B140008.5-381408,14.0525063,-38.4757578,J140309.0-382833,318.0279608,22.2847593,157.8983609,2.9982234,0,Scd,B,,,,7.0,0.4,0.903,0.071,0.092,0.024,68.16,22.368,0.308,,,14.34,0.2,,,,,13.43,0.295,,,,,,,,,,,,,,,,5325.9,64.0,5325.9,64.0,0.475,0.166,40.19,0.02,0.944,13.68,,,22.411,,,,,5111.4,5191.2,5233.3,5564.2,34.404,0.209,,,34.404,0.209,-20.724,0.289,1.0,14:03:09,-38:28:31,14:03:06,-38:28:30,P96,14:03:09.02,-38:28:32.73,-45.3401999999,2.72807999998
NGC3449,0.010921,NGC3449,ASASSN15aj/SN2012bu,Ia/IIP,32666,PGC032666/NGC3449/MCG-05-26-010/LGG222:[G93]003/IRAS10505-3240/IRAS10505-3239/ESOLV3760250/ESO376-025/AGC027580/2MASXJ10525364-3255394,G,10.842333,-32.6606806,B105032.4-323938,10.8815302,-32.9268589,J105253.5-325537,275.9839046,23.6683399,145.8763063,-33.8932543,1,SABa,B,R,,,2.1,1.0,1.564,0.029,0.582,0.039,145.18,20.607,0.648,,,12.984,0.381,,,10.758,0.044,8.637,0.047,0.54,1.03,238.47,2.66,,,,,,,14.424,0.096,12.934,3276.5,3.7,3290.1,6.0,3280.2,4.9,0.33,0.661,90.0,0.83,1.572,11.96,,,23.768,238.47,,13.598,1.638,2983.1,3072.6,3115.6,3611.7,33.275,0.348,33.283,0.146,33.281,0.135,-21.322,0.404,6.0,10:52:52/10:52:55/10:52:50/10:52:53/10:52:54/10:52:57,-32:55:53/-32:55:25/-32:55:12/-32:54:44/-32:56:34/-32:56:06,10:52:53/10:52:56.53,-32:55:35/-32:56:07.6,P96,10:52:53.51,-32:55:36.69,-7.63080000007/--,1.69204/--
anon80,0.020000,anon80,LSQ12dbr,Ia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,20:58:51.96,-02:58:26.1,20:58:52,-2:58:27,P97,20:58:52,-2:58:27,--,--
ESO472-G007,0.030303,ESO472-G007,LSQ12gdj,Ia,72841,PGC072841/MCG-04-01-002/ESOLV4720070/ESO472-007/DUKST537-004/6dFJ2354452-254023/2DFGRSS133Z137,G,23.8695903,-25.9514087,B235210.5-255705,23.9125591,-25.6730685,J235445.2-254023,36.2746977,-77.2306785,267.5477991,6.2126088,0,Sc,,,,,4.6,2.2,0.957,0.047,0.171,0.026,82.95,23.534,0.329,,,15.796,0.186,,,14.265,0.084,13.79,0.1,,,,,,,,,,,,,,,,9088.8,15.7,9088.8,15.7,0.101,0.287,49.01,0.02,0.96,15.358,,,24.001,,,,,9148.5,9113.9,8949.6,8782.8,35.582,0.121,,,35.582,0.121,-20.224,0.222,1.0,23:54:44.53,-25:40:31.0,23:54:43,-25:40:34,P97,23:54:45.21,-25:40:23.05,-33.1913999999,-10.9534
